X 	 Y 	 Y_Predicted
0 	 0.31347367648329333 	 -0.08961532696633961
1 	 0.5675746660684862 	 -0.10405116578434226
2 	 0.025900661343805212 	 -0.1184870046023449
3 	 -0.012882588489143757 	 -0.13292284342034755
4 	 -0.17725117233847687 	 -0.1473586822383502
5 	 -0.21206492042025124 	 -0.16179452105635284
6 	 -0.4354509923399164 	 -0.17623035987435548
7 	 -0.24014047961068263 	 -0.19066619869235812
8 	 -0.32593326683576307 	 -0.20510203751036077
9 	 0.04420599172597793 	 -0.21953787632836338
10 	 -0.293896085060227 	 -0.23397371514636603
11 	 -0.2932366177911939 	 -0.24840955396436867
12 	 -0.408290297410541 	 -0.2628453927823713
13 	 -0.2170271819683321 	 -0.277281231600374
14 	 -0.3286243631389909 	 -0.2917170704183766
15 	 -0.4883899725187307 	 -0.3061529092363793
16 	 -0.6809041159293323 	 -0.32058874805438187
17 	 -0.3903841544074261 	 -0.33502458687238457
18 	 -0.5851032076607658 	 -0.34946042569038716
19 	 -0.46451223848891754 	 -0.3638962645083898
20 	 -0.5715041443904662 	 -0.37833210332639244
21 	 -0.49341341944311 	 -0.3927679421443951
22 	 -0.44118108279907786 	 -0.40720378096239773
23 	 -0.22311668043672342 	 -0.4216396197804004
24 	 -0.3839326729542845 	 -0.436075458598403
25 	 -0.1782059450336088 	 -0.45051129741640566
26 	 -0.7852051124478143 	 -0.4649471362344083
27 	 -0.7094794111524416 	 -0.47938297505241095
28 	 -0.497956952740846 	 -0.4938188138704136
29 	 -1.0143422881399187 	 -0.5082546526884162
30 	 -0.5344527281993662 	 -0.5226904915064189
31 	 -0.6071293049550691 	 -0.5371263303244216
32 	 -0.9502643079631704 	 -0.5515621691424242
33 	 -0.34144005410129785 	 -0.5659980079604268
34 	 -0.5014754050153738 	 -0.5804338467784295
35 	 -0.15534929136670844 	 -0.5948696855964322
36 	 -0.9898688060911831 	 -0.6093055244144348
37 	 -0.7517331447509557 	 -0.6237413632324373
38 	 -0.9714487651696342 	 -0.6381772020504399
39 	 -0.7635301549500968 	 -0.6526130408684427
40 	 -0.5432027890734002 	 -0.6670488796864453
41 	 -0.9641726807314035 	 -0.6814847185044479
42 	 -0.8291441278103123 	 -0.6959205573224505
43 	 -1.0910743416278856 	 -0.7103563961404533
44 	 -0.7435723902967594 	 -0.7247922349584559
45 	 -0.9145931974923193 	 -0.7392280737764585
46 	 -0.69314168060482 	 -0.7536639125944611
47 	 -0.9007802653362456 	 -0.7680997514124639
48 	 -0.7841118418556715 	 -0.7825355902304665
49 	 -0.7678656440320801 	 -0.7969714290484691
50 	 -0.9498588015286247 	 -0.8114072678664717
51 	 -0.5010262602333997 	 -0.8258431066844745
52 	 -0.9841934745596085 	 -0.8402789455024771
53 	 -0.39480522074772784 	 -0.8547147843204796
54 	 -0.29419071847097045 	 -0.8691506231384822
55 	 -0.5183414034102275 	 -0.883586461956485
56 	 -0.5511737424294404 	 -0.8980223007744876
57 	 -0.40816861110130204 	 -0.9124581395924902
58 	 -1.2840034608436484 	 -0.9268939784104928
59 	 -1.0159114596096475 	 -0.9413298172284956
60 	 -0.8109250079173915 	 -0.9557656560464982
61 	 -0.6641554840491364 	 -0.9702014948645008
62 	 -0.8198943527626582 	 -0.9846373336825034
63 	 -0.37469108203182744 	 -0.9990731725005062
64 	 -0.5845100849946131 	 -1.0135090113185088
65 	 -0.03774009361194942 	 -1.0279448501365114
66 	 -1.6093899941402356 	 -1.042380688954514
67 	 9.210439867026636 	 -1.0568165277725166
68 	 -1.6093579171937749 	 -1.0712523665905194
69 	 -0.2876737393573295 	 -1.085688205408522
70 	 -1.3862193657695672 	 -1.1001240442265245
71 	 -0.33646652243059905 	 -1.1145598830445271
72 	 -0.4054484421275802 	 -1.1289957218625297
73 	 -1.0985456264122377 	 -1.1434315606805325
74 	 -0.8472788132121359 	 -1.1578673994985351
75 	 -0.18231822352006455 	 -1.1723032383165377
76 	 -0.6931305143016017 	 -1.1867390771345403
77 	 -1.2992587422081188 	 -1.201174915952543
78 	 -0.40545677494010557 	 -1.2156107547705457
79 	 -0.5108189571815451 	 -1.2300465935885483
80 	 -0.22314105133983447 	 -1.2444824324065509
81 	 -1.9458672930940497 	 -1.2589182712245537
82 	 0.6931388473224441 	 -1.2733541100425563
83 	 -0.2876779058417106 	 -1.2877899488605589
84 	 -0.6931221814724108 	 -1.3022257876785615
85 	 -9.903536551336668 	 -1.3166616264965643
86 	 -9.903536551336668 	 -1.3310974653145669
87 	 9.903536551336668 	 -1.3455333041325694
88 	 -9.903536551336668 	 -1.359969142950572
89 	 -9.903536551336668 	 -1.3744049817685748
90 	 -9.903536551336668 	 -1.3888408205865774
91 	 0.0 	 -1.40327665940458
92 	 0.0 	 -1.4177124982225826
93 	 -9.903536551336668 	 -1.4321483370405854
94 	 10.596658732809079 	 -1.446584175858588
95 	 0.0 	 -1.4610200146765906
